pose23,
0.466666667,"[['Right Knee', NormalizedLandmark(x=0.5268499851226807, y=0.4064798057079315, z=0.07530435174703598, visibility=0.9999752044677734, presence=0.9999973773956299)], ['Left Knee', NormalizedLandmark(x=0.5559221506118774, y=0.39431074261665344, z=-0.07538098841905594, visibility=0.999984085559845, presence=0.9999980926513672)], ['Right Ankle', NormalizedLandmark(x=0.6041209697723389, y=0.46067968010902405, z=0.16110296547412872, visibility=0.7628950476646423, presence=0.999974250793457)], ['Left Ankle', NormalizedLandmark(x=0.6172325611114502, y=0.41811078786849976, z=0.10689044743776321, visibility=0.9838166832923889, presence=0.9999678134918213)], ['Right Heel', NormalizedLandmark(x=0.656005859375, y=0.521224856376648, z=0.2352849543094635, visibility=0.8179512023925781, presence=0.9997561573982239)], ['Left Heel', NormalizedLandmark(x=0.6640526056289673, y=0.44157806038856506, z=0.3157941699028015, visibility=0.9395290017127991, presence=0.9999209642410278)], ['Right Foot Index', NormalizedLandmark(x=0.665131688117981, y=0.5342870950698853, z=0.24142347276210785, visibility=0.9011631608009338, presence=0.9992886781692505)], ['Left Foot Index', NormalizedLandmark(x=0.6646508574485779, y=0.4513217508792877, z=0.337808758020401, visibility=0.947494626045227, presence=0.9999456405639648)]]"
0.5,"[['Right Knee', NormalizedLandmark(x=0.5183776617050171, y=0.395184189081192, z=0.07104703783988953, visibility=0.9999679923057556, presence=0.9999940395355225)], ['Left Knee', NormalizedLandmark(x=0.5427391529083252, y=0.38637351989746094, z=-0.07127094268798828, visibility=0.9999614357948303, presence=0.9999861717224121)], ['Right Ankle', NormalizedLandmark(x=0.5858725309371948, y=0.46117454767227173, z=0.13785117864608765, visibility=0.748985767364502, presence=0.9999645948410034)], ['Left Ankle', NormalizedLandmark(x=0.5804536938667297, y=0.390985369682312, z=0.07699365168809891, visibility=0.8957019448280334, presence=0.9998995065689087)], ['Right Heel', NormalizedLandmark(x=0.6421912312507629, y=0.5222163796424866, z=0.1706208437681198, visibility=0.8166768550872803, presence=0.99919193983078)], ['Left Heel', NormalizedLandmark(x=0.566100001335144, y=0.4178120493888855, z=0.26656851172447205, visibility=0.8507499098777771, presence=0.9998065829277039)], ['Right Foot Index', NormalizedLandmark(x=0.6464271545410156, y=0.5342177748680115, z=0.17210666835308075, visibility=0.8950205445289612, presence=0.9962906837463379)], ['Left Foot Index', NormalizedLandmark(x=0.559352457523346, y=0.42475035786628723, z=0.2868345081806183, visibility=0.8597748875617981, presence=0.9998075366020203)]]"
pose56,
1.7,"[['Right Knee', NormalizedLandmark(x=0.5379428267478943, y=0.42670509219169617, z=0.07561276108026505, visibility=0.9594782590866089, presence=0.9999995231628418)], ['Left Knee', NormalizedLandmark(x=0.5776203870773315, y=0.42038658261299133, z=-0.07572045177221298, visibility=0.9669629335403442, presence=0.9999991655349731)], ['Right Ankle', NormalizedLandmark(x=0.5970866680145264, y=0.4957887828350067, z=0.21825982630252838, visibility=0.648620069026947, presence=0.9999772310256958)], ['Left Ankle', NormalizedLandmark(x=0.6430415511131287, y=0.49394866824150085, z=-0.04143187776207924, visibility=0.8845489621162415, presence=0.999964714050293)], ['Right Heel', NormalizedLandmark(x=0.633983850479126, y=0.5820704102516174, z=0.2984999418258667, visibility=0.7402104139328003, presence=0.9999250173568726)], ['Left Heel', NormalizedLandmark(x=0.6568143367767334, y=0.576960027217865, z=0.03187771886587143, visibility=0.8476736545562744, presence=0.999803364276886)], ['Right Foot Index', NormalizedLandmark(x=0.6326962113380432, y=0.595368504524231, z=0.3035827577114105, visibility=0.8263776898384094, presence=0.999808132648468)], ['Left Foot Index', NormalizedLandmark(x=0.652694821357727, y=0.5951212048530579, z=0.05159780755639076, visibility=0.8580517172813416, presence=0.9997784495353699)]]"
1.733333333,"[['Right Knee', NormalizedLandmark(x=0.5423595905303955, y=0.4322081208229065, z=0.08423327654600143, visibility=0.963529646396637, presence=0.9999998807907104)], ['Left Knee', NormalizedLandmark(x=0.5784386992454529, y=0.4247414767742157, z=-0.08425594121217728, visibility=0.9702662825584412, presence=0.9999998807907104)], ['Right Ankle', NormalizedLandmark(x=0.5983182787895203, y=0.4937804341316223, z=0.2813974916934967, visibility=0.6520137786865234, presence=0.9999939203262329)], ['Left Ankle', NormalizedLandmark(x=0.6521421074867249, y=0.4845528304576874, z=-0.051438041031360626, visibility=0.89576256275177, presence=0.999996542930603)], ['Right Heel', NormalizedLandmark(x=0.6304916739463806, y=0.5829505920410156, z=0.3967670500278473, visibility=0.7505426406860352, presence=0.9999749660491943)], ['Left Heel', NormalizedLandmark(x=0.6943199634552002, y=0.5737088322639465, z=-0.01284381840378046, visibility=0.8621583580970764, presence=0.999972939491272)], ['Right Foot Index', NormalizedLandmark(x=0.6304154992103577, y=0.5972782969474792, z=0.4054589867591858, visibility=0.8330369591712952, presence=0.9999312162399292)], ['Left Foot Index', NormalizedLandmark(x=0.6923536658287048, y=0.5972087979316711, z=-0.008175705559551716, visibility=0.8709046244621277, presence=0.99996018409729)]]"
1.766666667,"[['Right Knee', NormalizedLandmark(x=0.5446086525917053, y=0.43120867013931274, z=0.07232892513275146, visibility=0.9671714901924133, presence=0.999997615814209)], ['Left Knee', NormalizedLandmark(x=0.5783494710922241, y=0.42483654618263245, z=-0.07242326438426971, visibility=0.9732358455657959, presence=0.9999978542327881)], ['Right Ankle', NormalizedLandmark(x=0.5990167260169983, y=0.495004802942276, z=0.27666693925857544, visibility=0.6468636393547058, presence=0.9999216794967651)], ['Left Ankle', NormalizedLandmark(x=0.6347442269325256, y=0.4741637706756592, z=0.07733314484357834, visibility=0.8725703358650208, presence=0.9998940229415894)], ['Right Heel', NormalizedLandmark(x=0.6310338973999023, y=0.5856663584709167, z=0.39414894580841064, visibility=0.7634251713752747, presence=0.9998446702957153)], ['Left Heel', NormalizedLandmark(x=0.6613984704017639, y=0.49361494183540344, z=0.25971242785453796, visibility=0.8376019597053528, presence=0.9999057054519653)], ['Right Foot Index', NormalizedLandmark(x=0.6303615570068359, y=0.6025980114936829, z=0.40237897634506226, visibility=0.8370134234428406, presence=0.9995478987693787)], ['Left Foot Index', NormalizedLandmark(x=0.6585010290145874, y=0.507798433303833, z=0.27803194522857666, visibility=0.8460983633995056, presence=0.9999176263809204)]]"
1.8,"[['Right Knee', NormalizedLandmark(x=0.5773125290870667, y=0.40837985277175903, z=-0.0772816464304924, visibility=0.975909948348999, presence=0.9999970197677612)], ['Left Knee', NormalizedLandmark(x=0.5434131026268005, y=0.4050297439098358, z=0.0772261843085289, visibility=0.9704477787017822, presence=0.9999949932098389)],  ['Right Ankle', NormalizedLandmark(x=0.6039050817489624, y=0.4795002043247223, z=0.030156422406435013, visibility=0.8820513486862183, presence=0.9998483657836914)],  ['Left Ankle', NormalizedLandmark(x=0.6032140254974365, y=0.46946972608566284, z=0.3147221505641937, visibility=0.6124927997589111, presence=0.99955815076828)], ['Right Heel', NormalizedLandmark(x=0.6329683065414429, y=0.583357572555542, z=0.16435199975967407, visibility=0.8509983420372009, presence=0.999267041683197)], ['Left Heel', NormalizedLandmark(x=0.6343554854393005, y=0.5424724221229553, z=0.48349225521087646, visibility=0.7528005838394165, presence=0.9995381832122803)], ['Right Foot Index', NormalizedLandmark(x=0.6306721568107605, y=0.601200520992279, z=0.159134641289711, visibility=0.8560857772827148, presence=0.9991533756256104)], ['Left Foot Index', NormalizedLandmark(x=0.6346520781517029, y=0.5579017996788025, z=0.49637770652770996, visibility=0.8314750790596008, presence=0.9991094470024109)]]"
1.833333333,"[ ['Right Knee', NormalizedLandmark(x=0.575924277305603, y=0.4026578664779663, z=-0.09055858850479126, visibility=0.9783172607421875, presence=0.9999988079071045)], ['Left Knee', NormalizedLandmark(x=0.5432775020599365, y=0.4030138850212097, z=0.09051363915205002, visibility=0.9733967781066895, presence=0.9999978542327881)], ['Right Ankle', NormalizedLandmark(x=0.6022471189498901, y=0.4905632734298706, z=0.0052113584242761135, visibility=0.8681374192237854, presence=0.9996479749679565)], ['Left Ankle', NormalizedLandmark(x=0.6008946299552917, y=0.47570282220840454, z=0.26052263379096985, visibility=0.5574557185173035, presence=0.9992489218711853)], ['Right Heel', NormalizedLandmark(x=0.6276047825813293, y=0.5895047187805176, z=0.09249886870384216, visibility=0.8483704924583435, presence=0.9988514184951782)], ['Left Heel', NormalizedLandmark(x=0.628311812877655, y=0.577233612537384, z=0.39452284574508667, visibility=0.6957775354385376, presence=0.9991723299026489)],  ['Right Foot Index', NormalizedLandmark(x=0.6231207251548767, y=0.6081693172454834, z=0.09774819761514664, visibility=0.8515719771385193, presence=0.9990041851997375)], ['Left Foot Index', NormalizedLandmark(x=0.625656247138977, y=0.5936597585678101, z=0.4040701687335968, visibility=0.7889383435249329, presence=0.998490571975708)]]"
pose57,
0.833333333,"[['Right Knee', NormalizedLandmark(x=0.4317484498023987, y=0.4512060582637787, z=0.05380173772573471, visibility=0.9997421503067017, presence=0.9999986886978149)], ['Left Knee', NormalizedLandmark(x=0.4765072166919708, y=0.43631359934806824, z=-0.05387597903609276, visibility=0.9998824596405029, presence=0.9999992847442627)], ['Right Ankle', NormalizedLandmark(x=0.5126093626022339, y=0.5054213404655457, z=0.2406396120786667, visibility=0.725141704082489, presence=0.9999741315841675)], ['Left Ankle', NormalizedLandmark(x=0.5462355017662048, y=0.47911638021469116, z=0.022824028506875038, visibility=0.9489772319793701, presence=0.9999951124191284)], ['Right Heel', NormalizedLandmark(x=0.5800847411155701, y=0.5513669848442078, z=0.3188810348510742, visibility=0.7710471153259277, presence=0.9999594688415527)], ['Left Heel', NormalizedLandmark(x=0.6014049649238586, y=0.5415911674499512, z=0.08217175304889679, visibility=0.911464273929596, presence=0.9999814033508301)], ['Right Foot Index', NormalizedLandmark(x=0.5895963311195374, y=0.5625215172767639, z=0.32405564188957214, visibility=0.8755389451980591, presence=0.9999045133590698)], ['Left Foot Index', NormalizedLandmark(x=0.6022725105285645, y=0.5555617213249207, z=0.0957207903265953, visibility=0.907430112361908, presence=0.9999735355377197)]]"
0.866666667,"[['Right Knee', NormalizedLandmark(x=0.4262555241584778, y=0.44806593656539917, z=0.05601976066827774, visibility=0.9997666478157043, presence=0.9999995231628418)], ['Left Knee', NormalizedLandmark(x=0.4676971435546875, y=0.4323648512363434, z=-0.05609229952096939, visibility=0.9998935461044312, presence=0.9999997615814209)], ['Right Ankle', NormalizedLandmark(x=0.5092463493347168, y=0.5045161843299866, z=0.17829962074756622, visibility=0.7458609342575073, presence=0.9999887943267822)], ['Left Ankle', NormalizedLandmark(x=0.5398994088172913, y=0.4813169240951538, z=0.007263186853379011, visibility=0.9539129137992859, presence=0.9999980926513672)], ['Right Heel', NormalizedLandmark(x=0.5772281885147095, y=0.5569103360176086, z=0.19349467754364014, visibility=0.7922472357749939, presence=0.9999853372573853)], ['Left Heel', NormalizedLandmark(x=0.6135520935058594, y=0.5133042335510254, z=0.003126070136204362, visibility=0.9202086925506592, presence=0.9999958276748657)], ['Right Foot Index', NormalizedLandmark(x=0.5867775678634644, y=0.5658746957778931, z=0.19332973659038544, visibility=0.8871831893920898, presence=0.9999620914459229)], ['Left Foot Index', NormalizedLandmark(x=0.6152003407478333, y=0.5237489342689514, z=0.0031207543797791004, visibility=0.9165568351745605, presence=0.9999945163726807)]]"
0.9,"[['Right Knee', NormalizedLandmark(x=0.4238896369934082, y=0.44682347774505615, z=0.0635872408747673, visibility=0.9997857213020325, presence=0.9999970197677612)], ['Left Knee', NormalizedLandmark(x=0.466800332069397, y=0.42986536026000977, z=-0.06357882171869278, visibility=0.9999019503593445, presence=0.9999984502792358)], ['Right Ankle', NormalizedLandmark(x=0.5050237774848938, y=0.5034931898117065, z=0.20644690096378326, visibility=0.7419789433479309, presence=0.9999711513519287)], ['Left Ankle', NormalizedLandmark(x=0.5367124080657959, y=0.4814852774143219, z=0.03571147471666336, visibility=0.9573367238044739, presence=0.9999927282333374)], ['Right Heel', NormalizedLandmark(x=0.5734489560127258, y=0.558804988861084, z=0.26596707105636597, visibility=0.8048555254936218, presence=0.9999479055404663)], ['Left Heel', NormalizedLandmark(x=0.6210371851921082, y=0.5077592730522156, z=0.09431735426187515, visibility=0.927480936050415, presence=0.9999771118164062)], ['Right Foot Index', NormalizedLandmark(x=0.5829260349273682, y=0.5700713396072388, z=0.269889235496521, visibility=0.8951114416122437, presence=0.9998708963394165)], ['Left Foot Index', NormalizedLandmark(x=0.6234708428382874, y=0.5188237428665161, z=0.1001376360654831, visibility=0.9242961406707764, presence=0.9999762773513794)]]"
0.933333333,"[['Right Knee', NormalizedLandmark(x=0.41534045338630676, y=0.44641727209091187, z=0.07061941176652908, visibility=0.9997971057891846, presence=0.9999929666519165)], ['Left Knee', NormalizedLandmark(x=0.45516231656074524, y=0.432070255279541, z=-0.07067818194627762, visibility=0.9999046921730042, presence=0.9999958276748657)], ['Right Ankle', NormalizedLandmark(x=0.49992915987968445, y=0.5103626847267151, z=0.20055724680423737, visibility=0.7347915768623352, presence=0.9999678134918213)], ['Left Ankle', NormalizedLandmark(x=0.5188997387886047, y=0.45821183919906616, z=0.12228936702013016, visibility=0.9442365169525146, presence=0.9999841451644897)], ['Right Heel', NormalizedLandmark(x=0.5758841633796692, y=0.5691152215003967, z=0.27927979826927185, visibility=0.8110547065734863, presence=0.9998471736907959)], ['Left Heel', NormalizedLandmark(x=0.556115448474884, y=0.4627389907836914, z=0.3514201045036316, visibility=0.9103808403015137, presence=0.9999632835388184)], ['Right Foot Index', NormalizedLandmark(x=0.5815560221672058, y=0.5853505730628967, z=0.28542378544807434, visibility=0.8985111117362976, presence=0.9995457530021667)], ['Left Foot Index', NormalizedLandmark(x=0.554671049118042, y=0.47341978549957275, z=0.37495312094688416, visibility=0.9133254289627075, presence=0.999968409538269)]]"
0.966666667,"[['Right Knee', NormalizedLandmark(x=0.41041281819343567, y=0.44077369570732117, z=0.0756625086069107, visibility=0.9997875690460205, presence=0.9999680519104004)], ['Left Knee', NormalizedLandmark(x=0.44837450981140137, y=0.43129661679267883, z=-0.07579956948757172, visibility=0.9998852610588074, presence=0.9999674558639526)], ['Right Ankle', NormalizedLandmark(x=0.48170751333236694, y=0.5060288906097412, z=0.2306165248155594, visibility=0.7195074558258057, presence=0.9998854398727417)], ['Left Ankle', NormalizedLandmark(x=0.4975965619087219, y=0.4233537018299103, z=0.13293735682964325, visibility=0.8868249654769897, presence=0.9999154806137085)], ['Right Heel', NormalizedLandmark(x=0.563667893409729, y=0.5721487402915955, z=0.3548741638660431, visibility=0.8059921860694885, presence=0.9991410970687866)], ['Left Heel', NormalizedLandmark(x=0.48990294337272644, y=0.46672379970550537, z=0.4126700162887573, visibility=0.8394339084625244, presence=0.9998107552528381)], ['Right Foot Index', NormalizedLandmark(x=0.5682394504547119, y=0.5850027203559875, z=0.3655402362346649, visibility=0.8925766944885254, presence=0.9977532029151917)], ['Left Foot Index', NormalizedLandmark(x=0.4827265739440918, y=0.4778416156768799, z=0.44151318073272705, visibility=0.8470378518104553, presence=0.9998507499694824)]]"
