pose23,
0.566666667,"[ ['Right Knee', NormalizedLandmark(x=0.4876565933227539, y=0.3644804358482361, z=-0.11548355966806412, visibility=0.9999906420707703, presence=0.9999979734420776)], ['Left Knee', NormalizedLandmark(x=0.4731362462043762, y=0.3478502333164215, z=0.11556048691272736, visibility=0.9999833106994629, presence=0.9999979734420776)],  ['Right Ankle', NormalizedLandmark(x=0.5725440979003906, y=0.41852834820747375, z=-0.07139838486909866, visibility=0.9790551066398621, presence=0.999988317489624)], ['Left Ankle', NormalizedLandmark(x=0.5681722164154053, y=0.3912893235683441, z=0.35096728801727295, visibility=0.5862768888473511, presence=0.9999834299087524)], ['Right Heel', NormalizedLandmark(x=0.5963450074195862, y=0.5280135273933411, z=0.11425575613975525, visibility=0.9624471068382263, presence=0.9998840093612671)], ['Left Heel', NormalizedLandmark(x=0.6395346522331238, y=0.43564537167549133, z=0.5910979509353638, visibility=0.7310006022453308, presence=0.999930739402771)], ['Right Foot Index', NormalizedLandmark(x=0.5932843089103699, y=0.5436291694641113, z=0.13375872373580933, visibility=0.9413225650787354, presence=0.9998718500137329)], ['Left Foot Index', NormalizedLandmark(x=0.640162467956543, y=0.4483189284801483, z=0.6121716499328613, visibility=0.8364190459251404, presence=0.9998524188995361)]]"
0.6,"[ ['Right Knee', NormalizedLandmark(x=0.4766635000705719, y=0.3540785312652588, z=-0.1280650496482849, visibility=0.999989926815033, presence=0.9999970197677612)], ['Left Knee', NormalizedLandmark(x=0.47428274154663086, y=0.32723501324653625, z=0.12813866138458252, visibility=0.9999806880950928, presence=0.9999982118606567)], ['Right Ankle', NormalizedLandmark(x=0.5664748549461365, y=0.3942403793334961, z=-0.37411943078041077, visibility=0.9809768795967102, presence=0.9999980926513672)], ['Left Ankle', NormalizedLandmark(x=0.5672174096107483, y=0.3512411415576935, z=0.3152761459350586, visibility=0.5409203171730042, presence=0.9999938011169434)], ['Right Heel', NormalizedLandmark(x=0.5744835138320923, y=0.5240420699119568, z=-0.29438310861587524, visibility=0.9658229351043701, presence=0.9999879598617554)], ['Left Heel', NormalizedLandmark(x=0.6313003301620483, y=0.4245774745941162, z=0.5187291502952576, visibility=0.7294123768806458, presence=0.9999731779098511)], ['Right Foot Index', NormalizedLandmark(x=0.5644385814666748, y=0.5396804213523865, z=-0.28530892729759216, visibility=0.9453094005584717, presence=0.9999748468399048)], ['Left Foot Index', NormalizedLandmark(x=0.6277285218238831, y=0.4433138966560364, z=0.5322845578193665, visibility=0.8305959701538086, presence=0.9999376535415649)]]"
pose 62,
0.733333333,"[['Right Knee', NormalizedLandmark(x=0.4918035864830017, y=0.517784833908081, z=0.11157457530498505, visibility=0.9998645782470703, presence=0.9999991655349731)], ['Left Knee', NormalizedLandmark(x=0.5070229768753052, y=0.5142830014228821, z=-0.11172760277986526, visibility=0.9998618960380554, presence=0.999997615814209)], ['Right Ankle', NormalizedLandmark(x=0.5867189764976501, y=0.583325207233429, z=0.18739092350006104, visibility=0.7487053871154785, presence=0.9999861717224121)], ['Left Ankle', NormalizedLandmark(x=0.5982305407524109, y=0.5988191962242126, z=-0.08645116537809372, visibility=0.9647141098976135, presence=0.9999532699584961)], ['Right Heel', NormalizedLandmark(x=0.6144586801528931, y=0.7287204265594482, z=0.2466103434562683, visibility=0.866310715675354, presence=0.99989914894104)], ['Left Heel', NormalizedLandmark(x=0.6184431910514832, y=0.7456333637237549, z=-0.0076532806269824505, visibility=0.9058507084846497, presence=0.99962317943573)], ['Right Foot Index', NormalizedLandmark(x=0.6162628531455994, y=0.7655532956123352, z=0.24860265851020813, visibility=0.900783360004425, presence=0.999736487865448)], ['Left Foot Index', NormalizedLandmark(x=0.6041905879974365, y=0.7818344831466675, z=-0.0009955907007679343, visibility=0.8806145787239075, presence=0.9996384382247925)]]"
0.766666667,"[['Right Knee', NormalizedLandmark(x=0.49094805121421814, y=0.5327165126800537, z=0.08311807364225388, visibility=0.9998770356178284, presence=0.9999995231628418)], ['Left Knee', NormalizedLandmark(x=0.5153383016586304, y=0.5205525755882263, z=-0.08322171121835709, visibility=0.9998749494552612, presence=0.9999994039535522)], ['Right Ankle', NormalizedLandmark(x=0.5719937682151794, y=0.6038796901702881, z=0.1695205718278885, visibility=0.7539117932319641, presence=0.9999985694885254)], ['Left Ankle', NormalizedLandmark(x=0.6024904847145081, y=0.5982102751731873, z=-0.0694255456328392, visibility=0.9681415557861328, presence=0.9999982118606567)], ['Right Heel', NormalizedLandmark(x=0.6312130093574524, y=0.7495701313018799, z=0.2396765500307083, visibility=0.8759175539016724, presence=0.9999830722808838)], ['Left Heel', NormalizedLandmark(x=0.6819794774055481, y=0.7084459066390991, z=-0.05201783776283264, visibility=0.9151618480682373, presence=0.9999819993972778)], ['Right Foot Index', NormalizedLandmark(x=0.6346856355667114, y=0.7757566571235657, z=0.23925094306468964, visibility=0.9086384177207947, presence=0.9999395608901978)], ['Left Foot Index', NormalizedLandmark(x=0.6883046627044678, y=0.7374931573867798, z=-0.05046890303492546, visibility=0.8924521207809448, presence=0.9999750852584839)]]"
0.8,"[ ['Right Knee', NormalizedLandmark(x=0.5012217164039612, y=0.5184738039970398, z=-0.08614721149206161, visibility=0.9998852610588074, presence=0.9999966621398926)], ['Left Knee', NormalizedLandmark(x=0.4996507167816162, y=0.5050815343856812, z=0.08601581305265427, visibility=0.9998856782913208, presence=0.9999982118606567)], ['Right Ankle', NormalizedLandmark(x=0.5852078795433044, y=0.5986328721046448, z=-0.15772153437137604, visibility=0.9603216648101807, presence=0.9999747276306152)], ['Left Ankle', NormalizedLandmark(x=0.5800990462303162, y=0.5802078247070312, z=0.15684880316257477, visibility=0.6821430325508118, presence=0.9999730587005615)], ['Right Heel', NormalizedLandmark(x=0.6330270171165466, y=0.7521717548370361, z=-0.13107411563396454, visibility=0.9139902591705322, presence=0.999858021736145)], ['Left Heel', NormalizedLandmark(x=0.6294172406196594, y=0.6812728047370911, z=0.259886234998703, visibility=0.8094921708106995, presence=0.9998489618301392)], ['Right Foot Index', NormalizedLandmark(x=0.6365347504615784, y=0.7780807018280029, z=-0.12959794700145721, visibility=0.8742937445640564, presence=0.9997544884681702)], ['Left Foot Index', NormalizedLandmark(x=0.6317929625511169, y=0.7081834673881531, z=0.26563575863838196, visibility=0.8394747972488403, presence=0.999550998210907)]]"
0.833333333,"[['Right Knee', NormalizedLandmark(x=0.4880087375640869, y=0.5168002247810364, z=0.09974362701177597, visibility=0.9998877048492432, presence=0.9999864101409912)], ['Left Knee', NormalizedLandmark(x=0.49270156025886536, y=0.5098108053207397, z=-0.10007664561271667, visibility=0.9998812675476074, presence=0.9999567270278931)], ['Right Ankle', NormalizedLandmark(x=0.5693132281303406, y=0.6062992215156555, z=0.10602346062660217, visibility=0.6615604162216187, presence=0.9999412298202515)], ['Left Ankle', NormalizedLandmark(x=0.5810853242874146, y=0.5415025353431702, z=-0.0310862697660923, visibility=0.9461061358451843, presence=0.9997237324714661)], ['Right Heel', NormalizedLandmark(x=0.6173741221427917, y=0.7537668347358704, z=0.08696699142456055, visibility=0.8154508471488953, presence=0.9993021488189697)], ['Left Heel', NormalizedLandmark(x=0.6347587704658508, y=0.614941418170929, z=0.05972835421562195, visibility=0.9023457765579224, presence=0.9991301894187927)], ['Right Foot Index', NormalizedLandmark(x=0.6154893636703491, y=0.7851079702377319, z=0.08093589544296265, visibility=0.8409488797187805, presence=0.9966822266578674)], ['Left Foot Index', NormalizedLandmark(x=0.6331391930580139, y=0.633985161781311, z=0.0683402270078659, visibility=0.8631001114845276, presence=0.9991320967674255)]]"
0.866666667,"[['Right Knee', NormalizedLandmark(x=0.4874904155731201, y=0.5141115784645081, z=0.09833460301160812, visibility=0.9998859763145447, presence=0.9999780654907227)], ['Left Knee', NormalizedLandmark(x=0.4883665144443512, y=0.5079801678657532, z=-0.09873665124177933, visibility=0.9998730421066284, presence=0.9999253749847412)], ['Right Ankle', NormalizedLandmark(x=0.5676372647285461, y=0.607337474822998, z=0.06103917211294174, visibility=0.6181527972221375, presence=0.9999178647994995)], ['Left Ankle', NormalizedLandmark(x=0.5804902911186218, y=0.5355146527290344, z=-0.058328546583652496, visibility=0.9144014120101929, presence=0.9996631145477295)], ['Right Heel', NormalizedLandmark(x=0.612206757068634, y=0.7593826055526733, z=0.031878769397735596, visibility=0.7911686301231384, presence=0.9987614154815674)], ['Left Heel', NormalizedLandmark(x=0.6359284520149231, y=0.6130500435829163, z=0.007726657669991255, visibility=0.8799632787704468, presence=0.9982360601425171)], ['Right Foot Index', NormalizedLandmark(x=0.6128033995628357, y=0.7905229330062866, z=0.024516351521015167, visibility=0.8161068558692932, presence=0.9939040541648865)], ['Left Foot Index', NormalizedLandmark(x=0.6335365772247314, y=0.6373707056045532, z=0.014599756337702274, visibility=0.8432814478874207, presence=0.997961163520813)]]"
pose 63,
0.7,"[['Right Knee', NormalizedLandmark(x=0.5253777503967285, y=0.461407333612442, z=0.03437194600701332, visibility=0.9999868869781494, presence=0.9999929666519165)], ['Left Knee', NormalizedLandmark(x=0.5590553283691406, y=0.4526367485523224, z=-0.034536220133304596, visibility=0.9999878406524658, presence=0.9999910593032837)], ['Right Ankle', NormalizedLandmark(x=0.5703864693641663, y=0.5163946747779846, z=0.1040063351392746, visibility=0.7520512938499451, presence=0.9998157620429993)], ['Left Ankle', NormalizedLandmark(x=0.6061850190162659, y=0.49127843976020813, z=0.0015699299983680248, visibility=0.9605250358581543, presence=0.9998132586479187)], ['Right Heel', NormalizedLandmark(x=0.62468421459198, y=0.5486504435539246, z=0.09389305114746094, visibility=0.8395466208457947, presence=0.999601423740387)], ['Left Heel', NormalizedLandmark(x=0.5964702367782593, y=0.5233023166656494, z=0.009551776573061943, visibility=0.9283044934272766, presence=0.9996477365493774)], ['Right Foot Index', NormalizedLandmark(x=0.6312804818153381, y=0.5656886100769043, z=0.09106877446174622, visibility=0.9267703294754028, presence=0.998891294002533)], ['Left Foot Index', NormalizedLandmark(x=0.5895456075668335, y=0.5244163870811462, z=0.011405142955482006, visibility=0.9193456172943115, presence=0.9995519518852234)]]"
0.733333333,"[['Right Knee', NormalizedLandmark(x=0.5316166877746582, y=0.46429726481437683, z=0.0493711456656456, visibility=0.9999864101409912, presence=0.9999992847442627)], ['Left Knee', NormalizedLandmark(x=0.560399055480957, y=0.45277640223503113, z=-0.04954402893781662, visibility=0.999988317489624, presence=0.9999994039535522)], ['Right Ankle', NormalizedLandmark(x=0.5880863070487976, y=0.5062809586524963, z=0.02997029758989811, visibility=0.7222126126289368, presence=0.9998434782028198)], ['Left Ankle', NormalizedLandmark(x=0.6208974719047546, y=0.484342098236084, z=-0.1505516618490219, visibility=0.9571800231933594, presence=0.9999585151672363)], ['Right Heel', NormalizedLandmark(x=0.6230351328849792, y=0.5471924543380737, z=-0.06514670699834824, visibility=0.8213237524032593, presence=0.999882698059082)], ['Left Heel', NormalizedLandmark(x=0.6593779921531677, y=0.5578659772872925, z=-0.29295626282691956, visibility=0.9301457405090332, presence=0.9998725652694702)], ['Right Foot Index', NormalizedLandmark(x=0.6221083402633667, y=0.5638250708580017, z=-0.07634204626083374, visibility=0.9238497614860535, presence=0.9996882677078247)], ['Left Foot Index', NormalizedLandmark(x=0.6578387022018433, y=0.5704092979431152, z=-0.30732056498527527, visibility=0.9223304986953735, presence=0.9997676014900208)]]"
0.766666667,"[['Right Knee', NormalizedLandmark(x=0.5327662229537964, y=0.46321678161621094, z=0.08303912729024887, visibility=0.9999860525131226, presence=0.9999990463256836)], ['Left Knee', NormalizedLandmark(x=0.5575119853019714, y=0.4589088261127472, z=-0.08312463760375977, visibility=0.9999868273735046, presence=0.9999979734420776)], ['Right Ankle', NormalizedLandmark(x=0.5866377353668213, y=0.5001382231712341, z=0.25941920280456543, visibility=0.6619223952293396, presence=0.9999791383743286)], ['Left Ankle', NormalizedLandmark(x=0.6272552609443665, y=0.48372265696525574, z=-0.057831231504678726, visibility=0.9232353568077087, presence=0.999966025352478)], ['Right Heel', NormalizedLandmark(x=0.6234034299850464, y=0.5509775280952454, z=0.35195180773735046, visibility=0.7594394087791443, presence=0.9992938041687012)], ['Left Heel', NormalizedLandmark(x=0.604416012763977, y=0.466372549533844, z=0.0892283245921135, visibility=0.8455222249031067, presence=0.9999196529388428)], ['Right Foot Index', NormalizedLandmark(x=0.6292084455490112, y=0.5638335943222046, z=0.35939982533454895, visibility=0.8692963123321533, presence=0.9977371692657471)], ['Left Foot Index', NormalizedLandmark(x=0.5860754251480103, y=0.46151846647262573, z=0.10754356533288956, visibility=0.8486853241920471, presence=0.9999200105667114)]]"
0.8,"[['Right Knee', NormalizedLandmark(x=0.5360034704208374, y=0.44529688358306885, z=0.09547591954469681, visibility=0.9999816417694092, presence=0.9999959468841553)], ['Left Knee', NormalizedLandmark(x=0.5571596026420593, y=0.4473107159137726, z=-0.09557773917913437, visibility=0.9999801516532898, presence=0.999991774559021)], ['Right Ankle', NormalizedLandmark(x=0.5881574153900146, y=0.49690917134284973, z=0.24691499769687653, visibility=0.6335809826850891, presence=0.9999104738235474)], ['Left Ankle', NormalizedLandmark(x=0.5979223847389221, y=0.4495689272880554, z=-0.03651775047183037, visibility=0.9099176526069641, presence=0.9998552799224854)], ['Right Heel', NormalizedLandmark(x=0.6195467710494995, y=0.5509122610092163, z=0.3944658637046814, visibility=0.7499618530273438, presence=0.9993833303451538)], ['Left Heel', NormalizedLandmark(x=0.6290645003318787, y=0.48252254724502563, z=0.12965434789657593, visibility=0.8248298764228821, presence=0.9995428323745728)], ['Right Foot Index', NormalizedLandmark(x=0.6242384314537048, y=0.5646489262580872, z=0.4074535667896271, visibility=0.8542395234107971, presence=0.9980358481407166)], ['Left Foot Index', NormalizedLandmark(x=0.6307821869850159, y=0.48930686712265015, z=0.14618311822414398, visibility=0.8201050162315369, presence=0.9995402097702026)]]"
0.833333333,"[['Right Knee', NormalizedLandmark(x=0.536956250667572, y=0.43253785371780396, z=0.09584017097949982, visibility=0.9999808669090271, presence=0.9999977350234985)], ['Left Knee', NormalizedLandmark(x=0.5468213558197021, y=0.4374295771121979, z=-0.09585069119930267, visibility=0.9999770522117615, presence=0.9999924898147583)], ['Right Ankle', NormalizedLandmark(x=0.5896139740943909, y=0.4954294264316559, z=0.254794180393219, visibility=0.6281155347824097, presence=0.999982476234436)], ['Left Ankle', NormalizedLandmark(x=0.5945836305618286, y=0.4500149190425873, z=-0.10413704812526703, visibility=0.916354238986969, presence=0.9999635219573975)], ['Right Heel', NormalizedLandmark(x=0.6185224652290344, y=0.550175666809082, z=0.4059012234210968, visibility=0.7667363286018372, presence=0.9998903274536133)], ['Left Heel', NormalizedLandmark(x=0.6321407556533813, y=0.48173484206199646, z=0.05986170470714569, visibility=0.8367101550102234, presence=0.9999333620071411)], ['Right Foot Index', NormalizedLandmark(x=0.6219993233680725, y=0.5643188953399658, z=0.4178205728530884, visibility=0.8580747246742249, presence=0.9996187686920166)], ['Left Foot Index', NormalizedLandmark(x=0.6372135877609253, y=0.4902297854423523, z=0.0748269334435463, visibility=0.826755940914154, presence=0.999923825263977)]]"
pose64,
0.633333333,"[['Right Knee', NormalizedLandmark(x=0.4752274453639984, y=0.47780460119247437, z=0.0918743684887886, visibility=0.9999536275863647, presence=0.9999992847442627)], ['Left Knee', NormalizedLandmark(x=0.5146855711936951, y=0.4657176733016968, z=-0.09202572703361511, visibility=0.9999645948410034, presence=0.999997615814209)], ['Right Ankle', NormalizedLandmark(x=0.5604015588760376, y=0.5390209555625916, z=0.2743300199508667, visibility=0.5704090595245361, presence=0.9999831914901733)], ['Left Ankle', NormalizedLandmark(x=0.6045929193496704, y=0.5199359655380249, z=-0.0010261464631184936, visibility=0.8032222390174866, presence=0.9999653100967407)], ['Right Heel', NormalizedLandmark(x=0.5923381447792053, y=0.6122832894325256, z=0.3996199369430542, visibility=0.5555365085601807, presence=0.9998984336853027)], ['Left Heel', NormalizedLandmark(x=0.6099940538406372, y=0.630068838596344, z=0.06314542144536972, visibility=0.7561014890670776, presence=0.9996073842048645)], ['Right Foot Index', NormalizedLandmark(x=0.5901318788528442, y=0.6359573602676392, z=0.4072231948375702, visibility=0.6236754655838013, presence=0.9997856020927429)], ['Left Foot Index', NormalizedLandmark(x=0.6041219830513, y=0.6528622508049011, z=0.06783121824264526, visibility=0.7240806221961975, presence=0.999549925327301)]]"
0.666666667,"[['Right Knee', NormalizedLandmark(x=0.47839075326919556, y=0.47678694128990173, z=0.08912251889705658, visibility=0.9999534487724304, presence=0.9999971389770508)], ['Left Knee', NormalizedLandmark(x=0.5206882953643799, y=0.4641853868961334, z=-0.0892939493060112, visibility=0.9999637007713318, presence=0.9999954700469971)], ['Right Ankle', NormalizedLandmark(x=0.5625689029693604, y=0.538666307926178, z=0.23139676451683044, visibility=0.5923673510551453, presence=0.9999775886535645)], ['Left Ankle', NormalizedLandmark(x=0.5875067710876465, y=0.515402615070343, z=0.06834884732961655, visibility=0.820254921913147, presence=0.9999463558197021)], ['Right Heel', NormalizedLandmark(x=0.6098506450653076, y=0.6297184824943542, z=0.2444058060646057, visibility=0.5920413732528687, presence=0.9999140501022339)], ['Left Heel', NormalizedLandmark(x=0.6357184648513794, y=0.5917428731918335, z=0.16632863879203796, visibility=0.7760531306266785, presence=0.9998552799224854)], ['Right Foot Index', NormalizedLandmark(x=0.6471598744392395, y=0.6373252272605896, z=0.24120678007602692, visibility=0.6550061702728271, presence=0.9997552037239075)], ['Left Foot Index', NormalizedLandmark(x=0.6370511651039124, y=0.6120505928993225, z=0.17475874722003937, visibility=0.7464151382446289, presence=0.9998470544815063)]]"
0.7,"[ ['Right Knee', NormalizedLandmark(x=0.533976674079895, y=0.46230369806289673, z=-0.0627702847123146, visibility=0.9999670386314392, presence=0.9999996423721313)],['Left Knee', NormalizedLandmark(x=0.4874497652053833, y=0.4676492214202881, z=0.06253106892108917, visibility=0.9999576210975647, presence=0.9999997615814209)], ['Right Ankle', NormalizedLandmark(x=0.5770048499107361, y=0.5179277062416077, z=-0.015030937269330025, visibility=0.8380771279335022, presence=0.9999939203262329)], ['Left Ankle', NormalizedLandmark(x=0.5686860680580139, y=0.5088667273521423, z=0.2114969938993454, visibility=0.6154789924621582, presence=0.9999916553497314)], ['Right Heel', NormalizedLandmark(x=0.5911977887153625, y=0.6283972859382629, z=-0.09238040447235107, visibility=0.7981776595115662, presence=0.9999686479568481)], ['Left Heel', NormalizedLandmark(x=0.6361055970191956, y=0.5160729885101318, z=0.22997057437896729, visibility=0.6277778148651123, presence=0.9999881982803345)], ['Right Foot Index', NormalizedLandmark(x=0.5865861177444458, y=0.6459982395172119, z=-0.09801090508699417, visibility=0.7710923552513123, presence=0.9999407529830933)], ['Left Foot Index', NormalizedLandmark(x=0.6452130675315857, y=0.5489553213119507, z=0.22911614179611206, visibility=0.6873297095298767, presence=0.999975323677063)]]"
0.733333333,"[['Right Knee', NormalizedLandmark(x=0.5311962962150574, y=0.4526107907295227, z=-0.06555966287851334, visibility=0.9999701380729675, presence=0.9999996423721313)], ['Left Knee', NormalizedLandmark(x=0.4873516857624054, y=0.4627644419670105, z=0.06522497534751892, visibility=0.9999614953994751, presence=0.9999997615814209)],  ['Right Ankle', NormalizedLandmark(x=0.5747072696685791, y=0.5242668390274048, z=-0.07622979581356049, visibility=0.8542211651802063, presence=0.9999935626983643)], ['Left Ankle', NormalizedLandmark(x=0.5665087103843689, y=0.5105364918708801, z=0.19754169881343842, visibility=0.6424640417098999, presence=0.9999896287918091)], ['Right Heel', NormalizedLandmark(x=0.5888562202453613, y=0.6323156356811523, z=-0.09278502315282822, visibility=0.8182641267776489, presence=0.999976396560669)], ['Left Heel', NormalizedLandmark(x=0.6353364586830139, y=0.5151728987693787, z=0.25708332657814026, visibility=0.6607744097709656, presence=0.9999908208847046)], ['Right Foot Index', NormalizedLandmark(x=0.5828931927680969, y=0.6494970321655273, z=-0.09526709467172623, visibility=0.7935587763786316, presence=0.9999580383300781)], ['Left Foot Index', NormalizedLandmark(x=0.6439552307128906, y=0.5485509634017944, z=0.2631104290485382, visibility=0.7161286473274231, presence=0.9999825954437256)]]"
0.766666667,"[ ['Right Knee', NormalizedLandmark(x=0.5357149243354797, y=0.445343941450119, z=-0.068039670586586, visibility=0.999972939491272, presence=0.9999996423721313)], ['Left Knee', NormalizedLandmark(x=0.48796743154525757, y=0.45665329694747925, z=0.06784634292125702, visibility=0.9999651312828064, presence=0.9999998807907104)], ['Right Ankle', NormalizedLandmark(x=0.584355354309082, y=0.5045432448387146, z=-0.06153551861643791, visibility=0.8687475919723511, presence=0.9999970197677612)], ['Left Ankle', NormalizedLandmark(x=0.5695552825927734, y=0.5071204900741577, z=0.21555468440055847, visibility=0.6701818704605103, presence=0.9999969005584717)], ['Right Heel', NormalizedLandmark(x=0.5850515961647034, y=0.6284915804862976, z=-0.06803780049085617, visibility=0.8363743424415588, presence=0.9999876022338867)], ['Left Heel', NormalizedLandmark(x=0.6547821760177612, y=0.5065649151802063, z=0.28953757882118225, visibility=0.6926208734512329, presence=0.9999943971633911)], ['Right Foot Index', NormalizedLandmark(x=0.5785720348358154, y=0.6482878923416138, z=-0.06765805184841156, visibility=0.8138722777366638, presence=0.9999761581420898)], ['Left Foot Index', NormalizedLandmark(x=0.6614473462104797, y=0.5228078961372375, z=0.2927341163158417, visibility=0.7433850765228271, presence=0.9999880790710449)]]"
pose65,
0.733333333,"[['Right Knee', NormalizedLandmark(x=0.5464071035385132, y=0.3264794945716858, z=0.12268996983766556, visibility=0.9998264312744141, presence=0.9999977350234985)], ['Left Knee', NormalizedLandmark(x=0.5691487193107605, y=0.31539371609687805, z=-0.12290060520172119, visibility=0.9998446702957153, presence=0.9999867677688599)], ['Right Ankle', NormalizedLandmark(x=0.618095338344574, y=0.4028092622756958, z=0.2699430286884308, visibility=0.559515655040741, presence=0.9999958276748657)], ['Left Ankle', NormalizedLandmark(x=0.6631916165351868, y=0.37607723474502563, z=-0.04739737510681152, visibility=0.9122958779335022, presence=0.9999358654022217)], ['Right Heel', NormalizedLandmark(x=0.6775977611541748, y=0.4708614647388458, z=0.3791463375091553, visibility=0.6568691730499268, presence=0.9997709393501282)], ['Left Heel', NormalizedLandmark(x=0.6256288290023804, y=0.3983360826969147, z=0.14302277565002441, visibility=0.8301081657409668, presence=0.999871015548706)], ['Right Foot Index', NormalizedLandmark(x=0.6835759282112122, y=0.48571261763572693, z=0.3864322900772095, visibility=0.7374981045722961, presence=0.9990572333335876)], ['Left Foot Index', NormalizedLandmark(x=0.6074222922325134, y=0.3993070423603058, z=0.16895373165607452, visibility=0.7945374250411987, presence=0.9998883008956909)]]"
0.766666667,"[['Right Knee', NormalizedLandmark(x=0.5483936667442322, y=0.3252875506877899, z=0.11908680200576782, visibility=0.9998435974121094, presence=1.0)], ['Left Knee', NormalizedLandmark(x=0.5782411694526672, y=0.3119840919971466, z=-0.11963137239217758, visibility=0.9998600482940674, presence=0.9999998807907104)], ['Right Ankle', NormalizedLandmark(x=0.6200315356254578, y=0.3967560827732086, z=0.26218897104263306, visibility=0.5742737054824829, presence=0.9999984502792358)], ['Left Ankle', NormalizedLandmark(x=0.6678579449653625, y=0.3767189681529999, z=-0.08012109994888306, visibility=0.9208369851112366, presence=0.9999982118606567)], ['Right Heel', NormalizedLandmark(x=0.6847321391105652, y=0.47885850071907043, z=0.3304238021373749, visibility=0.6764674186706543, presence=0.9999597072601318)], ['Left Heel', NormalizedLandmark(x=0.7507804036140442, y=0.4595072865486145, z=-0.06352914869785309, visibility=0.8465237021446228, presence=0.9999740123748779)], ['Right Foot Index', NormalizedLandmark(x=0.6881124377250671, y=0.49219807982444763, z=0.33265385031700134, visibility=0.753122091293335, presence=0.9998602867126465)], ['Left Foot Index', NormalizedLandmark(x=0.7530890107154846, y=0.47826582193374634, z=-0.06214757636189461, visibility=0.8142886161804199, presence=0.9999654293060303)]]"
0.8,"[['Right Knee', NormalizedLandmark(x=0.549346387386322, y=0.3202401399612427, z=0.12006517499685287, visibility=0.9998572468757629, presence=0.9999990463256836)], ['Left Knee', NormalizedLandmark(x=0.5718837976455688, y=0.3096812665462494, z=-0.12034349888563156, visibility=0.9998708367347717, presence=0.9999966621398926)], ['Right Ankle', NormalizedLandmark(x=0.6213501691818237, y=0.3936651647090912, z=0.2579324543476105, visibility=0.5816076397895813, presence=0.9999911785125732)], ['Left Ankle', NormalizedLandmark(x=0.652156412601471, y=0.3664592206478119, z=0.011975137516856194, visibility=0.9253962635993958, presence=0.9999561309814453)], ['Right Heel', NormalizedLandmark(x=0.6767614483833313, y=0.476767897605896, z=0.31121009588241577, visibility=0.695387601852417, presence=0.9999589920043945)], ['Left Heel', NormalizedLandmark(x=0.7230100631713867, y=0.4155213236808777, z=0.10408404469490051, visibility=0.8599854707717896, presence=0.9998915195465088)], ['Right Foot Index', NormalizedLandmark(x=0.67769455909729, y=0.49176791310310364, z=0.31407424807548523, visibility=0.7610852718353271, presence=0.9998576641082764)], ['Left Foot Index', NormalizedLandmark(x=0.7223415970802307, y=0.4360201060771942, z=0.11069643497467041, visibility=0.8286609649658203, presence=0.9999003410339355)]]"
0.833333333,"[['Right Knee', NormalizedLandmark(x=0.5485010743141174, y=0.3197970986366272, z=0.12154741585254669, visibility=0.9998700022697449, presence=0.9999991655349731)], ['Left Knee', NormalizedLandmark(x=0.5705586075782776, y=0.3086993992328644, z=-0.12176644802093506, visibility=0.9998822808265686, presence=0.9999984502792358)], ['Right Ankle', NormalizedLandmark(x=0.6196010112762451, y=0.3929429054260254, z=0.21822497248649597, visibility=0.6059979796409607, presence=0.9999911785125732)], ['Left Ankle', NormalizedLandmark(x=0.6502951979637146, y=0.3607836961746216, z=-0.005365430843085051, visibility=0.9321029782295227, presence=0.9999773502349854)], ['Right Heel', NormalizedLandmark(x=0.6771103739738464, y=0.47737470269203186, z=0.2972610890865326, visibility=0.721655547618866, presence=0.9999556541442871)], ['Left Heel', NormalizedLandmark(x=0.7231267690658569, y=0.41011545062065125, z=0.08985473960638046, visibility=0.8735635280609131, presence=0.9999302625656128)], ['Right Foot Index', NormalizedLandmark(x=0.6784840822219849, y=0.4930819571018219, z=0.3012017607688904, visibility=0.7788244485855103, presence=0.999816358089447)], ['Left Foot Index', NormalizedLandmark(x=0.7217950820922852, y=0.42864710092544556, z=0.09781759977340698, visibility=0.8446075916290283, presence=0.9999271631240845)]]"
0.866666667,"[['Right Knee', NormalizedLandmark(x=0.5496972799301147, y=0.3133556544780731, z=0.12357830256223679, visibility=0.999882698059082, presence=0.9999998807907104)], ['Left Knee', NormalizedLandmark(x=0.580481767654419, y=0.3018072545528412, z=-0.12376705557107925, visibility=0.9998935461044312, presence=0.9999996423721313)], ['Right Ankle', NormalizedLandmark(x=0.6183007955551147, y=0.39434996247291565, z=0.2878103256225586, visibility=0.6436306238174438, presence=0.9999995231628418)], ['Left Ankle', NormalizedLandmark(x=0.6662936806678772, y=0.27137491106987, z=0.05153496935963631, visibility=0.9386199712753296, presence=0.999998927116394)], ['Right Heel', NormalizedLandmark(x=0.6740558743476868, y=0.47870340943336487, z=0.46953150629997253, visibility=0.7492055296897888, presence=0.9999877214431763)], ['Left Heel', NormalizedLandmark(x=0.7473564147949219, y=0.2780851721763611, z=0.2623504102230072, visibility=0.8858560919761658, presence=0.9999970197677612)], ['Right Foot Index', NormalizedLandmark(x=0.6746771931648254, y=0.4970260262489319, z=0.48520055413246155, visibility=0.8004289865493774, presence=0.9999388456344604)], ['Left Foot Index', NormalizedLandmark(x=0.7540332674980164, y=0.2896394431591034, z=0.2839778661727905, visibility=0.8596460223197937, presence=0.9999970197677612)]]"
pose66,
